url,source,headline_raw,article_date,scrape_status,error_message,headline_repaired,headline_clean,headline_char_count,headline_word_count
https://www.foxnews.com/us/utah-mom-kept-missing-daughter-hidden-cult-compound-months-help-from-adult-sons-prosecutors,FoxNews,"Utah mom kept missing daughter, 5, hidden in cult 'compound' for months with help from adult sons: prosecutors",2024-08-16T04:00:43-04:00,success,,"Utah mom kept missing daughter, 5, hidden in cult 'compound' for months with help from adult sons: prosecutors",utah mom kept missing daughter 5 hidden in cult 'compound' for months with help from adult sons prosecutors,110,18
https://www.foxnews.com/media/kamala-harris-far-left-record-dismissed-accusations-attacks-from-trump-gop-shes-moderate,FoxNews,"Kamala Harris' far-left record dismissed as 'accusations,' attacks from Trump and GOP: 'She's moderate'",2024-08-01T05:00:38-04:00,success,,"Kamala Harris' far-left record dismissed as 'accusations,' attacks from Trump and GOP: 'She's moderate'",kamala harris' far left record dismissed as 'accusations ' attacks from trump and gop 'shes moderate',103,16
https://www.foxnews.com/world/israel-defense-forces-confirm-targeted-strike-beirut,FoxNews,Israel Defense Forces confirm 'targeted strike' on Beirut,2024-09-20T13:16:57-04:00,success,,Israel Defense Forces confirm 'targeted strike' on Beirut,israel defense forces confirm 'targeted strike' on beirut,57,8
https://www.foxnews.com/world/pope-emeritus-benedict-xvi-dead-95-vatican-says,FoxNews,"Pope Emeritus Benedict XVI dead at 95, Vatican says",2022-12-31T04:49:51-05:00,success,,"Pope Emeritus Benedict XVI dead at 95, Vatican says",pope emeritus benedict xvi dead at 95 vatican says,51,9
https://www.foxnews.com/politics/sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,FoxNews,Sheldon Whitehouse doesn't denounce super-exclusive beach club his family belongs to,2021-06-21T10:53:52-04:00,success,,Sheldon Whitehouse doesn't denounce super-exclusive beach club his family belongs to,sheldon whitehouse doesnt denounce super exclusive beach club his family belongs to,84,12
https://www.foxnews.com/sports/san-jose-state-womens-volleyballs-trans-player-raises-eyebrows-brutal-spike-vs-new-mexico.print,FoxNews,San Jose State women's volleyball's trans player raises eyebrows with brutal spike vs New Mexico,2024-10-18T07:43:03-04:00,success,,San Jose State women's volleyball's trans player raises eyebrows with brutal spike vs New Mexico,san jose state womens volleyballs trans player raises eyebrows with brutal spike vs new mexico,96,15
https://www.foxnews.com/entertainment/star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,FoxNews,'Star Wars' actress Carrie Fisher honored with star on Hollywood Walk of Fame amid family drama,2023-05-04T20:38:36-04:00,success,,'Star Wars' actress Carrie Fisher honored with star on Hollywood Walk of Fame amid family drama,'star wars' actress carrie fisher honored with star on hollywood walk of fame amid family drama,95,16
https://www.foxnews.com/politics/aoc-fires-back-fetterman-accuses-him-bleak-dunk-attempt,FoxNews,"AOC fires back at Fetterman, accuses him of 'bleak dunk attempt'",2024-10-16T07:05:07-04:00,success,,"AOC fires back at Fetterman, accuses him of 'bleak dunk attempt'",aoc fires back at fetterman accuses him of 'bleak dunk attempt',64,11
https://www.foxnews.com/media/harris-calls-americans-move-past-failed-policies-november-draws-mockery.print,FoxNews,"Harris calls for Americans to 'move past the failed policies' in November, draws mockery",2024-09-25T20:00:40-04:00,success,,"Harris calls for Americans to 'move past the failed policies' in November, draws mockery",harris calls for americans to 'move past the failed policies' in november draws mockery,88,14
https://www.foxnews.com/entertainment/jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,FoxNews,"Jake E Lee, former guitarist for Ozzy Osbourne, ?€?broke a rib and damaged a lung?€? after being shot at 3 times",2024-10-18T11:13:30-04:00,success,,"Jake E Lee, former guitarist for Ozzy Osbourne, broke a rib and damaged a lung after being shot at 3 times",jake e lee former guitarist for ozzy osbourne broke a rib and damaged a lung after being shot at 3 times,106,21
https://www.foxnews.com/sports/nevada-womens-volleyball-captain-slams-trans-athletes-her-sport-team-decides-against-players-refusal.print,FoxNews,Nevada women's volleyball captain slams trans athletes in her sport as team decides against players?€? refusal,2024-10-17T12:55:40-04:00,success,,Nevada women's volleyball captain slams trans athletes in her sport as team decides against players' refusal,nevada womens volleyball captain slams trans athletes in her sport as team decides against players' refusal,108,16
https://www.foxnews.com/media/jd-vance-calls-out-deranged-mindset-we-need-illegal-immigrants-build-houses,FoxNews,JD Vance calls out 'deranged' mindset that we need illegal immigrants to build houses,2024-10-14T06:00:45-04:00,success,,JD Vance calls out 'deranged' mindset that we need illegal immigrants to build houses,jd vance calls out 'deranged' mindset that we need illegal immigrants to build houses,85,14
https://www.foxnews.com/lifestyle/meet-american-who-created-bubble-gum-walter-diemer-home-kitchen-chemist-outwitted-scientists,FoxNews,"Meet the American who created bubble gum, Walter Diemer, home-kitchen chemist outwitted scientists",2024-05-10T04:00:36-04:00,success,,"Meet the American who created bubble gum, Walter Diemer, home-kitchen chemist outwitted scientists",meet the american who created bubble gum walter diemer home kitchen chemist outwitted scientists,98,14
https://www.foxnews.com/politics/biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,FoxNews,Biden campaign sends all-staff memo hoping to calm post-debate concerns,2024-07-03T11:44:18-04:00,success,,Biden campaign sends all-staff memo hoping to calm post-debate concerns,biden campaign sends all staff memo hoping to calm post debate concerns,71,12
https://www.foxnews.com/politics/trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,FoxNews,"Trump and Harris in toss-up races in key swing states Pennsylvania, Georgia, Nevada: poll",2024-09-04T07:31:42-04:00,success,,"Trump and Harris in toss-up races in key swing states Pennsylvania, Georgia, Nevada: poll",trump and harris in toss up races in key swing states pennsylvania georgia nevada poll,89,15
https://www.foxnews.com/politics/harris-supporters-say-shell-fix-immigration-blame-trump-for-border-crisis-immigration-blame-trump-border-crisis,FoxNews,"Harris supporters say she'll fix immigration, blame Trump for border crisis",2024-10-06T14:14:04-04:00,success,,"Harris supporters say she'll fix immigration, blame Trump for border crisis",harris supporters say shell fix immigration blame trump for border crisis,75,11
https://www.foxnews.com/world/israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print,FoxNews,"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza",2024-09-22T05:29:28-04:00,success,,"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza",israel says it conducted retaliatory strikes against hezbollah in lebanon struck hamas in gaza,95,14
https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,FoxNews,Harrison Ford mocks Conan O?€?Brien after 'Star Wars' dis: ?€?You can't f---ing remember',2023-07-06T13:13:23-04:00,success,,Harrison Ford mocks Conan O'Brien after 'Star Wars' dis: You can't f---ing remember',harrison ford mocks conan obrien after 'star wars' dis you cant f ing remember',84,14
https://www.foxnews.com/lifestyle/franklin-grahams-samaritans-purse-sponsors-21-ambulances-israel-replace-destroyed-hamas,FoxNews,Franklin Graham's Samaritan's Purse sponsors 21 ambulances in Israel to replace those destroyed by Hamas,2023-11-16T14:52:25-05:00,success,,Franklin Graham's Samaritan's Purse sponsors 21 ambulances in Israel to replace those destroyed by Hamas,franklin grahams samaritans purse sponsors 21 ambulances in israel to replace those destroyed by hamas,104,15
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,FoxNews,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,2023-01-14T19:27:08-05:00,success,,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,bruce willis shares sweet embrace with daughter tallulah and makes funny faces in playful snaps,95,15
https://www.foxnews.com/politics/secret-service-protocol-changed-amid-presidential-assassination-attempts-through-years,FoxNews,How Secret Service protocol has changed amid presidential assassination attempts through the years,2024-07-14T14:13:32-04:00,success,,How Secret Service protocol has changed amid presidential assassination attempts through the years,how secret service protocol has changed amid presidential assassination attempts through the years,98,13
https://www.foxnews.com/world/hezbollah-hits-israel-deadliest-attack-months-long-conflict-idf-says-raising-fears-escalation.print,FoxNews,"Hezbollah hits Israel with deadliest attack in months-long conflict, IDF says, raising fears of escalation",2024-07-27T14:08:52-04:00,success,,"Hezbollah hits Israel with deadliest attack in months-long conflict, IDF says, raising fears of escalation",hezbollah hits israel with deadliest attack in months long conflict idf says raising fears of escalation,106,16
https://www.foxnews.com/media/fox-nation-debut-american-history-series-kelsey-grammer,FoxNews,Fox Nation to debut new American history series hosted by Kelsey Grammer,2022-04-06T11:46:56-04:00,success,,Fox Nation to debut new American history series hosted by Kelsey Grammer,fox nation to debut new american history series hosted by kelsey grammer,72,12
https://www.foxnews.com/politics/trump-calls-liz-cheney-low-iq-war-hawk-after-appearance-support-harris,FoxNews,Trump calls Liz Cheney a 'low IQ war hawk' after appearance in support of Harris,2024-10-04T09:56:32-04:00,success,,Trump calls Liz Cheney a 'low IQ war hawk' after appearance in support of Harris,trump calls liz cheney a 'low iq war hawk' after appearance in support of harris,80,15
https://www.foxnews.com/media/trump-hints-he-appear-joe-rogan-podcast-i-think-im-doing-it.print,FoxNews,Trump hints he will appear on Joe Rogan podcast: 'I think I'm doing it',2024-10-13T12:30:59-04:00,success,,Trump hints he will appear on Joe Rogan podcast: 'I think I'm doing it',trump hints he will appear on joe rogan podcast 'i think im doing it',71,14
https://www.foxnews.com/us/stairwell-b-story-14-survivors-north-tower-9-11,FoxNews,"How Stairwell B became the site of a miracle amidst the tragedy of Sept. 11, 2001",2023-09-10T17:21:38-04:00,success,,"How Stairwell B became the site of a miracle amidst the tragedy of Sept. 11, 2001",how stairwell b became the site of a miracle amidst the tragedy of sept 11 2001,81,16
https://www.foxnews.com/lifestyle/best-vegetables-for-health-nutritionists,FoxNews,"The best vegetables for your health, according to nutritionists",2022-06-17T16:48:03-04:00,success,,"The best vegetables for your health, according to nutritionists",the best vegetables for your health according to nutritionists,63,9
https://www.foxnews.com/sports/eagles-nick-sirianni-has-heated-spat-fans-after-close-win-vs-browns,FoxNews,Eagles' Nick Sirianni has heated spat with fans after close win vs Browns,2024-10-13T17:29:39-04:00,success,,Eagles' Nick Sirianni has heated spat with fans after close win vs Browns,eagles' nick sirianni has heated spat with fans after close win vs browns,73,13
https://www.foxnews.com/lifestyle/americas-unique-thanksgiving-stuffing-preferences-state-by-state,FoxNews,America's 'unique' Thanksgiving stuffing preferences state-by-state,2022-11-17T14:18:20-05:00,success,,America's 'unique' Thanksgiving stuffing preferences state-by-state,americas 'unique' thanksgiving stuffing preferences state by state,67,8
https://www.foxnews.com/politics/wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print,FoxNews,Wisconsin kicks off election season with first widely available absentee ballots,2024-09-19T05:00:08-04:00,success,,Wisconsin kicks off election season with first widely available absentee ballots,wisconsin kicks off election season with first widely available absentee ballots,80,11
https://www.foxnews.com/media/kamala-harris-struggling-how-shes-different-biden-the-view-surprises-cnn-panel.print,FoxNews,Kamala Harris struggling to say how she's different than Biden on 'The View' surprises CNN panel,2024-10-09T13:58:46-04:00,success,,Kamala Harris struggling to say how she's different than Biden on 'The View' surprises CNN panel,kamala harris struggling to say how shes different than biden on 'the view' surprises cnn panel,96,16
https://www.foxnews.com/sports/transgender-athlete-defeated-woman-competitor-major-uk-competition-championship-epic-comeback.print,FoxNews,Transgender athlete defeated by woman competitor at major UK competition championship in epic comeback,2024-10-16T15:41:52-04:00,success,,Transgender athlete defeated by woman competitor at major UK competition championship in epic comeback,transgender athlete defeated by woman competitor at major uk competition championship in epic comeback,102,14
https://www.foxnews.com/politics/black-lives-matter-blames-us-praises-cuban-regime-social-media-erupts,FoxNews,"Black Lives Matter blames US, praises Cuban regime, social media erupts",2021-07-15T03:59:04-04:00,success,,"Black Lives Matter blames US, praises Cuban regime, social media erupts",black lives matter blames us praises cuban regime social media erupts,71,11
https://www.foxnews.com/politics/how-us-government-dole-out-aid-victims-hurricanes-milton-helene,FoxNews,"How US government will dole out aid to victims of Hurricanes Milton, Helene",2024-10-09T17:25:04-04:00,success,,"How US government will dole out aid to victims of Hurricanes Milton, Helene",how us government will dole out aid to victims of hurricanes milton helene,75,13
https://www.foxnews.com/politics/biden-admin-rushing-industrialize-us-oceans-stop-climate-change-environmental-wrecking-ball,FoxNews,Biden admin is rushing to industrialize US oceans to stop climate change: 'Environmental wrecking ball',2023-04-22T15:10:48-04:00,success,,Biden admin is rushing to industrialize US oceans to stop climate change: 'Environmental wrecking ball',biden admin is rushing to industrialize us oceans to stop climate change 'environmental wrecking ball',103,15
https://www.foxnews.com/us/honduran-illegal-immigrant-deported-twice-sentenced-texas-burglary-ring,FoxNews,"Honduran illegal immigrant deported from US twice, sentenced for leading Texas burglary ring: 'Masterminded'",2024-10-17T20:24:46-04:00,success,,"Honduran illegal immigrant deported from US twice, sentenced for leading Texas burglary ring: 'Masterminded'",honduran illegal immigrant deported from us twice sentenced for leading texas burglary ring 'masterminded',108,14
https://www.foxnews.com/us/colorado-mayor-speaks-out-after-video-armed-venezuelan-gang-apartment-goes-viral.print,FoxNews,Colorado mayor speaks out after video of armed Venezuelan gang in apartment goes viral: 'Failed policy',2024-08-29T17:52:20-04:00,success,,Colorado mayor speaks out after video of armed Venezuelan gang in apartment goes viral: 'Failed policy',colorado mayor speaks out after video of armed venezuelan gang in apartment goes viral 'failed policy',103,16
https://www.foxnews.com/us/remains-of-kansas-priest-who-died-in-korean-war-identified.print,FoxNews,Remains of Kansas Priest Who Died in Korean War Identified,2021-03-05T20:36:31-05:00,success,,Remains of Kansas Priest Who Died in Korean War Identified,remains of kansas priest who died in korean war identified,58,10
https://www.foxnews.com/us/anti-israel-yale-protesters-joining-columbia-students-in-tear-down-our-society-ivy-league-movement-law-prof,FoxNews,Anti-Israel Yale protesters joining Columbia students in 'tear down our society' Ivy League movement: Law prof,2024-04-20T22:30:41-04:00,success,,Anti-Israel Yale protesters joining Columbia students in 'tear down our society' Ivy League movement: Law prof,anti israel yale protesters joining columbia students in 'tear down our society' ivy league movement law prof,110,17
https://www.foxnews.com/sports/idaho-gov-praises-boise-states-decision-forfeit-womens-volleyball-match-against-team-trans-player,FoxNews,Idaho gov praises Boise State?€?s decision to forfeit women?€?s volleyball match against team with trans player,2024-09-28T12:56:13-04:00,success,,Idaho gov praises Boise State's decision to forfeit women's volleyball match against team with trans player,idaho gov praises boise states decision to forfeit womens volleyball match against team with trans player,107,16
https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden,FoxNews,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery,2021-11-09T14:25:08-05:00,success,,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery,billy joel unveils 50 pound weight loss at madison square garden following back surgery,87,14
https://www.foxnews.com/food-drink/tequila-more-than-shot-fun-facts-spirit,FoxNews,"Tequila is more than just a shot, plus other fun facts about this spirit",2024-07-24T06:00:50-04:00,success,,"Tequila is more than just a shot, plus other fun facts about this spirit",tequila is more than just a shot plus other fun facts about this spirit,72,14
https://www.foxnews.com/lifestyle/americans-need-face-face-civil-discussions-folks-outside-bubble.print,FoxNews,Why Americans need more face-to-face civil discussions 'with folks outside their own bubble',2024-09-07T06:00:32-04:00,success,,Why Americans need more face-to-face civil discussions 'with folks outside their own bubble',why americans need more face to face civil discussions 'with folks outside their own bubble',92,15
https://www.foxnews.com/media/mom-dad-complain-11-year-old-daughter-forced-share-bed-biological-male-school-trip,FoxNews,Christian parents complain after 11-year-old daughter forced to share bed with biological male on school trip,2023-12-04T19:07:55-05:00,success,,Christian parents complain after 11-year-old daughter forced to share bed with biological male on school trip,christian parents complain after 11 year old daughter forced to share bed with biological male on school trip,109,18
https://www.foxnews.com/media/slap-face-media-government-downplaying-venezuelan-gangs-says-woman-fled-colorado-apartment,FoxNews,"'Slap in the face': Media, government downplaying Venezuelan gangs, says woman who fled her Colorado apartment",2024-10-14T17:30:09-04:00,success,,"'Slap in the face': Media, government downplaying Venezuelan gangs, says woman who fled her Colorado apartment",'slap in the face' media government downplaying venezuelan gangs says woman who fled her colorado apartment,110,16
https://www.foxnews.com/us/seven-deadly-sins-biker-gang-founder-kills-7-people-dog.print,FoxNews,?€?Seven Deadly Sins?€? biker gang founder kills seven people and dog,2024-09-14T06:00:47-04:00,success,,Seven Deadly Sins' biker gang founder kills seven people and dog,seven deadly sins' biker gang founder kills seven people and dog,64,11
https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print,FoxNews,Trump indicted a second time in election subversion case brought by special counsel Jack Smith,2024-08-27T16:37:07-04:00,success,,Trump indicted a second time in election subversion case brought by special counsel Jack Smith,trump indicted a second time in election subversion case brought by special counsel jack smith,94,15
https://www.foxnews.com/sports/san-jose-state-police-battle-womens-volleyball-transgender-culture-war,FoxNews,Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war,2024-10-18T12:31:29-04:00,success,,Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war,inside san jose states police battle to protect womens athletes threatened by a transgender culture war,105,16
https://www.foxnews.com/politics/power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate,FoxNews,Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate,2024-10-01T08:57:08-04:00,success,,Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate,fox news power rankings trump maintains lead on 2 top issues ahead of vp debate,80,15
https://www.foxnews.com/entertainment/kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22,FoxNews,"Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22",2024-10-16T12:00:38-04:00,success,,"Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22",kate moss 50 takes victorias secret fashion show by storm in surprise appearance with daughter lila 22,106,17
https://www.foxnews.com/politics/5-more-house-democrats-call-biden-drop-out#&_intcmp=fnhpbt5,FoxNews,"Five more House Democrats call on Biden to drop out, third US senator",2024-07-19T11:14:57-04:00,success,,"Five more House Democrats call on Biden to drop out, third US senator",five more house democrats call on biden to drop out third us senator,69,13
https://www.foxnews.com/politics/riley-gaines-visits-rnc-message-new-york-ag-letitia-james-democrats-claiming-party-women.print,FoxNews,"Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women",2024-07-17T14:15:22-04:00,success,,"Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women",riley gaines visits rnc with message for new york ag letitia james democrats claiming to be party for women,108,19
https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu,FoxNews,Hilary Duff lands ?€?How I Met Your Father?€? series sequel role for Hulu,2021-04-21T17:39:59-04:00,success,,Hilary Duff lands How I Met Your Father series sequel role for Hulu,hilary duff lands how i met your father series sequel role for hulu,67,13
